construct_design_id,route,p450_entry,p450_system_type,redox_partner_requirement,thioesterase_entry,combined_design_feasibility_score,recommended_p450_action,p450_expression_module,redox_module,localization_module,p450_construct_risk,thioesterase_module,thioesterase_rationale,thioesterase_risk,route_module,precursor_support_module,expected_intermediates_to_monitor,route_specific_risk,minimal_negative_controls,positive_or_process_controls,construct_comparison_controls,primary_readout,construct_priority_tier
10H2DA_DESIGN_068,coa_bound_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,P41903,19.100625,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,use TES1/PTE1 as primary acyl-CoA thioesterase candidate,native peroxisomal long-chain acyl-CoA thioesterase; best endogenous family fit,medium_compartment_and_substrate_specificity,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+P41903 against Q9Y8G7-only and P41903-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_069,coa_bound_route,P10614,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P07149,19.081268,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P10614 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10614+P07149 against P10614-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_070,free_acid_route,P10614,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P07149,18.799632,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P10614 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P10614+P07149 against P10614-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_071,free_acid_route,P54781,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P07149,18.709666,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P54781 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P54781+P07149 against P54781-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_072,coa_bound_route,P21595,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,P07149,18.226354,low_expression_risk_but_activity_validation_required,use endogenous yeast CYP candidate P21595 only as low-expression-risk exploratory arm,native yeast redox context likely sufficient if any activity exists,retain native localization; activity rather than expression is the main uncertainty,medium_high_activity_risk,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare P21595+P07149 against P21595-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_073,free_acid_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,P38256,18.205053,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,screen P38256 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+P38256 against Q9Y8G7-only and P38256-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_074,free_acid_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,P53208,18.180036,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,screen P53208 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+P53208 against Q9Y8G7-only and P53208-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_075,free_acid_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,Q12354,18.082723,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,screen Q12354 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+Q12354 against Q9Y8G7-only and Q12354-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_076,coa_bound_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,P53208,18.061695,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,screen P53208 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+P53208 against Q9Y8G7-only and P53208-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_077,coa_bound_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,P38256,18.051458,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,screen P38256 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+P38256 against Q9Y8G7-only and P38256-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_078,coa_bound_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,Q12354,17.934825,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,screen Q12354 as secondary thioesterase candidate,thioesterase-like annotation but exact 10H2DA precursor substrate is unvalidated,medium_high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+Q12354 against Q9Y8G7-only and Q12354-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_079,free_acid_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,P07149,17.09617,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,free-acid route: release trans-2-decenoate before omega-hydroxylation,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; trans-2-decenoic acid; 10H2DA,"free acid availability and P450 substrate access may improve, but thioesterase must release the unsaturated acid first",empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+P07149 against Q9Y8G7-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
10H2DA_DESIGN_080,coa_bound_route,Q9Y8G7,self_sufficient_cyp505,internal_reductase_domain,P07149,16.959964,high_priority_test_self_sufficient_p450,express Q9Y8G7 as self-sufficient CYP505/P450foxy-style hydroxylase,no separate CPR module in first pass; internal reductase domain is the design advantage,cytosolic or native soluble/fungal context first; monitor whether substrate access limits activity,medium,avoid relying on P07149 unless primary thioesterases fail,weak or generic thioesterase family fit,high_specificity_risk,CoA-bound route: hydroxylate trans-dec-2-enoyl-CoA then hydrolyze 10H2DA-CoA,maintain decanoate -> decanoyl-CoA -> trans-dec-2-enoyl-CoA support through FAA2/POX1/FOX2 context,trans-dec-2-enoyl-CoA; 10-hydroxy-trans-2-decenoyl-CoA; 10H2DA,CoA substrate is less proven for many omega-hydroxylases; thioesterase must accept hydroxylated CoA product,empty vector; thioesterase-only; P450-only; no precursor feed or no precursor boost,verify precursor pool via trans-dec-2-enoyl-CoA/trans-2-decenoate readout before interpreting 10H2DA absence,compare Q9Y8G7+P07149 against Q9Y8G7-only and P07149-only to separate hydroxylation from hydrolysis limits,LC-MS or equivalent targeted assay for 10H2DA plus route intermediates; do not use growth/FBA flux alone as success readout,tier4_deprioritize
